,module_id,gene_id,gene_name,seqid,strand,lsv_id,event_id,complex,module_event_combination,denovo,junction_name,junctions_coords,event_non_changing,event_changing,junction_changing,refPSI,KDSoma_median_psi,deltaPSI,prob,padjust,event,abs(deltaPSI)
245,ENSG00000181790.12_8,ENSG00000181790.12,ADGRB1,chr8,+,ENSG00000181790.12:t:142529387-142529503,ENSG00000181790.12_8_pAFE_2,TRUE,cassette^1|alt3^2|ir^10|putative_ale^1|putative_afe^2|multi_exon_spanning^4,TRUE,Proximal,chr8:142529155-142529407,FALSE,TRUE,TRUE,0.005,0.259,0.237,1,0,AFE/ALE,0.237
246,ENSG00000182132.14_1,ENSG00000182132.14,KCNIP1,chr5,+,ENSG00000182132.14:t:170718758-170718882,ENSG00000182132.14_1_CE_1,TRUE,cassette^1|orphan_junc^1,FALSE,C2_A,chr5:170669660-170718758,FALSE,FALSE,TRUE,0.003,0.204,0.172,0.997,0.001,cassette,0.172
247,ENSG00000182378.15_PAR_Y_1,ENSG00000182378.15_PAR_Y,PLCXD1,chrY,+,ENSG00000182378.15_PAR_Y:s:281381-281684,ENSG00000182378.15_PAR_Y_1_ale_1,TRUE,ale^1|afe^1|multi_exon_spanning^1,TRUE,Proximal,chrY:281684-283093,FALSE,TRUE,TRUE,0.005,0.262,0.238,1,0,AFE/ALE,0.238
248,ENSG00000183495.14_5,ENSG00000183495.14,EP400,chr12,+,ENSG00000183495.14:s:131992173-131992230,ENSG00000183495.14_5_CE_1,TRUE,cassette^1|ir^2,TRUE,C1_C2,chr12:131992230-132005077,FALSE,TRUE,TRUE,0.006,0.216,-0.195,1,0,skipping,0.195
249,ENSG00000183570.17_2,ENSG00000183570.17,PCBP3,chr21,+,ENSG00000183570.17:s:45755417-45755452,ENSG00000183570.17_2_ale_9,TRUE,cassette^2|ir^2|ale^9|afe^2|multi_exon_spanning^6,TRUE,Proximal,chr21:45755452-45788298,FALSE,TRUE,TRUE,0.027,0.609,0.581,1,0,AFE/ALE,0.581
250,ENSG00000184465.16_6,ENSG00000184465.16,WDR27,chr6,-,ENSG00000184465.16:t:169658276-169658358,ENSG00000184465.16_6_CE_1,TRUE,cassette^2,FALSE,C2_C1,chr6:169658358-169659451,FALSE,FALSE,TRUE,0.045,0.22,-0.17,0.99,0.003,skipping,0.17
251,ENSG00000185052.13_1,ENSG00000185052.13,SLC24A3,chr20,+,ENSG00000185052.13:s:19681858-19681991,ENSG00000185052.13_1_CE_1,TRUE,cassette^2|alt3^1,TRUE,C1_A,chr20:19681991-19683910,FALSE,TRUE,TRUE,0.029,0.356,0.309,1,0,cassette,0.309
252,ENSG00000185305.12_1,ENSG00000185305.12,ARL15,chr5,-,ENSG00000185305.12:s:54310432-54310582,ENSG00000185305.12_1_ale_2,TRUE,ale^2|putative_afe^2|multi_exon_spanning^1,TRUE,Distal,chr5:54285358-54310432,FALSE,FALSE,TRUE,0.025,0.183,0.156,0.965,0.008,AFE/ALE,0.156
253,ENSG00000185305.12_1,ENSG00000185305.12,ARL15,chr5,-,ENSG00000185305.12:t:54171784-54171928,ENSG00000185305.12_1_pAFE_1,TRUE,ale^2|putative_afe^2|multi_exon_spanning^1,TRUE,Proximal,chr5:54171928-54242070,FALSE,FALSE,FALSE,0.002,0.142,0.113,0.926,0.034,AFE/ALE,0.113
254,ENSG00000185736.16_2,ENSG00000185736.16,ADARB2,chr10,-,ENSG00000185736.16:s:1379074-1379160,ENSG00000185736.16_2_CE_1,TRUE,cassette^1|multi_exon_spanning^1,TRUE,C1_A,chr10:1376218-1379074,FALSE,TRUE,TRUE,0.002,0.61,0.603,1,0,cassette,0.603
255,ENSG00000185736.16_1,ENSG00000185736.16,ADARB2,chr10,-,ENSG00000185736.16:s:1737051-1737525,ENSG00000185736.16_1_pALE_2,TRUE,alt3^7|putative_ale^4|putative_afe^12|orphan_junc^9|multi_exon_spanning^1|other^1,TRUE,Proximal,chr10:1645966-1737051,FALSE,FALSE,TRUE,0.015,0.208,0.186,1,0,AFE/ALE,0.186
256,ENSG00000185838.14_2,ENSG00000185838.14,GNB1L,chr22,-,ENSG00000185838.14:s:19854443-19854539,ENSG00000185838.14_2_pALE_1,TRUE,cassette^1|afe^2|putative_ale^2|multi_exon_spanning^1,TRUE,Proximal,chr22:19824077-19854443,FALSE,FALSE,TRUE,0.003,0.538,0.523,1,0,AFE/ALE,0.523
257,ENSG00000185989.11_7,ENSG00000185989.11,RASA3,chr13,-,ENSG00000185989.11:s:113992485-113992588,ENSG00000185989.11_7_pALE_1,TRUE,putative_ale^1|orphan_junc^1|other^1,TRUE,Proximal,chr13:113992184-113992485,FALSE,TRUE,TRUE,0.001,0.261,0.237,1,0,AFE/ALE,0.237
258,ENSG00000186020.13_1,ENSG00000186020.13,ZNF529,chr19,-,ENSG00000186020.13:t:36572333-36572392,ENSG00000186020.13_1_A5_1,TRUE,cassette^1|alt5^1|ir^5|multi_exon_spanning^2,TRUE,Proximal,chr19:36572392-36573043,FALSE,TRUE,TRUE,0.011,0.39,0.362,1,0,AFE/ALE,0.362
259,ENSG00000186660.15_3,ENSG00000186660.15,ZFP91,chr11,+,ENSG00000186660.15:s:58616716-58616815,ENSG00000186660.15_3_CE_1,FALSE,cassette^1,TRUE,C1_A,chr11:58616815-58616993,FALSE,FALSE,TRUE,0.001,0.21,0.19,1,0,cassette,0.19
260,ENSG00000186814.14_1,ENSG00000186814.14,ZSCAN30,chr18,-,ENSG00000186814.14:s:35263938-35264046,ENSG00000186814.14_1_ale_1,TRUE,alt3^1|ale^2|other^1,TRUE,Distal,chr18:35254381-35263945,FALSE,FALSE,FALSE,0.045,0.202,0.145,0.929,0.017,AFE/ALE,0.145
261,ENSG00000188130.14_7,ENSG00000188130.14,MAPK12,chr22,-,ENSG00000188130.14:s:50248662-50248751,ENSG00000188130.14_7_A5_1,FALSE,alt5^1,TRUE,Distal,chr22:50248472-50248698,FALSE,FALSE,TRUE,0.046,0.235,0.184,0.994,0.001,AFE/ALE,0.184
262,ENSG00000188157.15_1,ENSG00000188157.15,AGRN,chr1,+,ENSG00000188157.15:s:1022201-1022462,ENSG00000188157.15_1_ale_1,TRUE,ale^1|afe^1|multi_exon_spanning^1,TRUE,Proximal,chr1:1022462-1031785,FALSE,TRUE,TRUE,0.009,0.186,0.165,1,0,AFE/ALE,0.165
263,ENSG00000188559.16_11,ENSG00000188559.16,RALGAPA2,chr20,-,ENSG00000188559.16:s:20495117-20495275,ENSG00000188559.16_11_CE_1,FALSE,cassette^1,TRUE,C1_A,chr20:20491001-20495117,FALSE,TRUE,TRUE,0.004,0.416,0.398,1,0,cassette,0.398
264,ENSG00000196208.14_1,ENSG00000196208.14,GREB1,chr2,+,ENSG00000196208.14:s:11580704-11581874,ENSG00000196208.14_1_CE_2,TRUE,cassette^2|alt5^12|putative_alt3^2|putative_alt5^11|alt3_5^10|mxe^1|ir^44|ale^1|afe^78|putative_afe^41|multi_exon_spanning^28|other^1,TRUE,C1_A,chr2:11580832-11588746,FALSE,FALSE,TRUE,0.011,0.18,0.159,1,0,cassette,0.159
265,ENSG00000196208.14_1,ENSG00000196208.14,GREB1,chr2,+,ENSG00000196208.14:t:11556353-11557676,ENSG00000196208.14_1_pAFE_1,TRUE,cassette^2|alt5^12|putative_alt3^2|putative_alt5^11|alt3_5^10|mxe^1|ir^44|ale^1|afe^78|putative_afe^41|multi_exon_spanning^28|other^1,TRUE,Proximal,chr2:11483394-11556454,FALSE,FALSE,FALSE,0.012,0.117,0.096,0.927,0.04,AFE/ALE,0.096
266,ENSG00000196361.10_2,ENSG00000196361.10,ELAVL3,chr19,-,ENSG00000196361.10:s:11466172-11466275,ENSG00000196361.10_2_CE_1,FALSE,cassette^1,TRUE,C1_A,chr19:11463662-11466172,FALSE,FALSE,TRUE,0,0.141,0.115,0.993,0.003,cassette,0.115
267,ENSG00000196367.14_2,ENSG00000196367.14,TRRAP,chr7,+,ENSG00000196367.14:s:98881090-98881250,ENSG00000196367.14_2_CE_1,TRUE,cassette^1|ir^4,TRUE,C1_A,chr7:98881250-98881695,FALSE,FALSE,TRUE,0,0.149,0.126,1,0,cassette,0.126
268,ENSG00000196440.12_4,ENSG00000196440.12,ARMCX4,chrX,+,ENSG00000196440.12:s:101488008-101488099,ENSG00000196440.12_4_ale_1,FALSE,ale^1,FALSE,Distal,chrX:101488099-101498145,FALSE,FALSE,FALSE,0.026,0.183,0.14,0.911,0.019,AFE/ALE,0.14
269,ENSG00000196498.13_2,ENSG00000196498.13,NCOR2,chr12,-,ENSG00000196498.13:s:124483596-124483774,ENSG00000196498.13_2_CE_1,TRUE,cassette^1|putative_afe^2,TRUE,C1_A,chr12:124479690-124483596,FALSE,FALSE,TRUE,0.001,0.129,0.106,0.966,0.017,cassette,0.106
270,ENSG00000196498.13_2,ENSG00000196498.13,NCOR2,chr12,-,ENSG00000196498.13:t:124472952-124473131,ENSG00000196498.13_2_pAFE_1,TRUE,cassette^1|putative_afe^2,TRUE,Distal,chr12:124473131-124479597,FALSE,FALSE,TRUE,0.005,0.169,0.147,1,0,AFE/ALE,0.147
271,ENSG00000196535.19_1,ENSG00000196535.19,MYO18A,chr17,-,ENSG00000196535.19:s:29165942-29167021,ENSG00000196535.19_1_CE_3,TRUE,cassette^4|afe^2|multi_exon_spanning^3,TRUE,C1_A,chr17:29131442-29165942,FALSE,FALSE,TRUE,0.001,0.371,0.361,1,0,cassette,0.361
272,ENSG00000196535.19_1,ENSG00000196535.19,MYO18A,chr17,-,ENSG00000196535.19:t:29124545-29124688,ENSG00000196535.19_1_afe_1,TRUE,cassette^4|afe^2|multi_exon_spanning^3,TRUE,Distal,chr17:29124688-29131383,FALSE,FALSE,TRUE,0.004,0.536,0.528,1,0,AFE/ALE,0.528
273,ENSG00000196712.20_8,ENSG00000196712.20,NF1,chr17,+,ENSG00000196712.20:s:31248984-31249119,ENSG00000196712.20_8_CE_1,FALSE,cassette^1,FALSE,C1_A,chr17:31249119-31252938,FALSE,FALSE,FALSE,0.026,0.124,0.096,0.925,0.04,cassette,0.096
274,ENSG00000196730.13_2,ENSG00000196730.13,DAPK1,chr9,+,ENSG00000196730.13:s:87498970-87499352,ENSG00000196730.13_2_CE_1,TRUE,cassette^1|ale^2|multi_exon_spanning^2,TRUE,C1_A,chr9:87499139-87537665,FALSE,FALSE,TRUE,0.001,0.147,0.121,0.998,0.001,cassette,0.121
275,ENSG00000196730.13_2,ENSG00000196730.13,DAPK1,chr9,+,ENSG00000196730.13:s:87498970-87499352,ENSG00000196730.13_2_ale_1,TRUE,cassette^1|ale^2|multi_exon_spanning^2,FALSE,Proximal,chr9:87499139-87506820,FALSE,FALSE,TRUE,0.046,0.222,0.176,1,0,AFE/ALE,0.176
276,ENSG00000196862.10_1,ENSG00000196862.10,RGPD4,chr2,+,ENSG00000196862.10:t:107879968-107880107,ENSG00000196862.10_1_pAFE_1,FALSE,putative_afe^1,TRUE,Proximal,chr2:107878820-107879968,FALSE,TRUE,TRUE,0.007,0.274,0.254,1,0,AFE/ALE,0.254
277,ENSG00000197114.12_2,ENSG00000197114.12,ZGPAT,chr20,+,ENSG00000197114.12:s:63708881-63709164,ENSG00000197114.12_2_CE_1,FALSE,cassette^1,TRUE,C1_A,chr20:63709164-63732003,FALSE,TRUE,TRUE,0.005,0.433,0.414,1,0,cassette,0.414
278,ENSG00000197724.11_1,ENSG00000197724.11,PHF2,chr9,+,ENSG00000197724.11:s:93660192-93660560,ENSG00000197724.11_1_pALE_1,TRUE,cassette^2|tandem_cassette^1|ir^8|putative_ale^2|multi_exon_spanning^4,TRUE,Proximal,chr9:93660560-93661348,FALSE,TRUE,TRUE,0,0.495,0.481,1,0,AFE/ALE,0.481
279,ENSG00000197879.17_2,ENSG00000197879.17,MYO1C,chr17,-,ENSG00000197879.17:s:1474812-1474931,ENSG00000197879.17_2_CE_1,FALSE,cassette^1,TRUE,C1_C2,chr17:1472228-1474812,FALSE,TRUE,TRUE,0.006,0.234,-0.204,1,0,skipping,0.204
280,ENSG00000198301.12_1,ENSG00000198301.12,SDAD1,chr4,-,ENSG00000198301.12:s:75990696-75990962,ENSG00000198301.12_1_CE_1,TRUE,cassette^1|alt5^1,TRUE,C1_A,chr4:75984893-75990752,FALSE,FALSE,TRUE,0.001,0.15,0.123,0.99,0.004,cassette,0.123
281,ENSG00000198382.9_2,ENSG00000198382.9,UVRAG,chr11,+,ENSG00000198382.9:s:76008807-76008867,ENSG00000198382.9_2_CE_1,TRUE,cassette^1|ir^2,FALSE,C1_A,chr11:76008867-76012927,FALSE,FALSE,TRUE,0.031,0.181,0.139,0.951,0.014,cassette,0.139
282,ENSG00000198626.18_2,ENSG00000198626.18,RYR2,chr1,+,ENSG00000198626.18:t:237603035-237603289,ENSG00000198626.18_2_afe_16,TRUE,alt3^1|ale^2|afe^18|putative_afe^90|multi_exon_spanning^2,TRUE,Distal,chr1:237585527-237603189,FALSE,FALSE,TRUE,0.012,0.294,0.246,0.986,0.002,AFE/ALE,0.246
283,ENSG00000198707.17_7,ENSG00000198707.17,CEP290,chr12,-,ENSG00000198707.17:s:88087780-88087944,ENSG00000198707.17_7_A3_1,FALSE,alt3^1,TRUE,Proximal,chr12:88086789-88087780,FALSE,TRUE,TRUE,0.004,0.469,0.455,1,0,AFE/ALE,0.455
284,ENSG00000198707.17_5,ENSG00000198707.17,CEP290,chr12,-,ENSG00000198707.17:t:88111694-88111858,ENSG00000198707.17_5_CE_1,FALSE,cassette^1,FALSE,C2_C1,chr12:88111858-88115098,FALSE,FALSE,FALSE,0.046,0.185,-0.128,0.922,0.027,skipping,0.128
285,ENSG00000198722.15_1,ENSG00000198722.15,UNC13B,chr9,+,ENSG00000198722.15:s:35313899-35313989,ENSG00000198722.15_1_CE_1,FALSE,cassette^1,FALSE,C1_A,chr9:35313989-35364545,FALSE,TRUE,TRUE,0.044,0.419,0.377,1,0,cassette,0.377
286,ENSG00000198756.12_1,ENSG00000198756.12,COLGALT2,chr1,-,ENSG00000198756.12:s:184037095-184037729,ENSG00000198756.12_1_A5_1,FALSE,alt5^1,TRUE,Distal,chr1:183978520-184037581,FALSE,FALSE,FALSE,0.02,0.152,0.12,0.939,0.024,AFE/ALE,0.12
287,ENSG00000198794.12_1,ENSG00000198794.12,SCAMP5,chr15,+,ENSG00000198794.12:s:75007588-75007728,ENSG00000198794.12_1_CE_7,TRUE,cassette^7|alt3^1|alt5^1|ir^8|ale^8|afe^9|multi_exon_spanning^9,TRUE,C1_A,chr15:75007728-75009891,FALSE,FALSE,TRUE,0.036,0.354,0.323,1,0,cassette,0.323
288,ENSG00000198794.12_1,ENSG00000198794.12,SCAMP5,chr15,+,ENSG00000198794.12:t:75011792-75011846,ENSG00000198794.12_1_CE_5,TRUE,cassette^7|alt3^1|alt5^1|ir^8|ale^8|afe^9|multi_exon_spanning^9,FALSE,C2_A,chr15:75009940-75011792,FALSE,FALSE,TRUE,0.047,0.203,0.167,1,0,cassette,0.167
289,ENSG00000198795.11_3,ENSG00000198795.11,ZNF521,chr18,-,ENSG00000198795.11:s:25195159-25195244,ENSG00000198795.11_3_pALE_1,TRUE,putative_ale^4|other^1,TRUE,Proximal,chr18:25160673-25195159,FALSE,FALSE,TRUE,0.001,0.162,0.138,0.996,0.002,AFE/ALE,0.138
290,ENSG00000198795.11_3,ENSG00000198795.11,ZNF521,chr18,-,ENSG00000198795.11:s:25195159-25195244,ENSG00000198795.11_3_pALE_2,TRUE,putative_ale^4|other^1,TRUE,Proximal,chr18:25162164-25195160,FALSE,FALSE,TRUE,0.008,0.2,0.177,1,0,AFE/ALE,0.177
291,ENSG00000198920.11_7,ENSG00000198920.11,KIAA0753,chr17,-,ENSG00000198920.11:s:6589779-6590003,ENSG00000198920.11_7_CE_1,FALSE,cassette^1,TRUE,C1_A,chr17:6580975-6589779,FALSE,TRUE,TRUE,0.004,0.483,0.461,1,0,cassette,0.461
292,ENSG00000204054.14_1,ENSG00000204054.14,LINC00963,chr9,+,ENSG00000204054.14:t:129503323-129504545,ENSG00000204054.14_1_MES_3,TRUE,cassette^2|alt3^1|ir^3|ale^4|afe^6|multi_exon_spanning^3|other^1,FALSE,A_C2,chr9:129503139-129503323,FALSE,FALSE,TRUE,0.014,0.144,0.117,0.98,0.009,cassette,0.117
293,ENSG00000204685.8_1,ENSG00000204685.8,STARD7-AS1,chr2,+,ENSG00000204685.8:s:96208389-96209285,ENSG00000204685.8_1_A3_1,TRUE,cassette^1|alt3^1|putative_alt3^1|ir^3,FALSE,Distal,chr2:96208979-96240444,FALSE,FALSE,TRUE,0.042,0.253,0.193,0.958,0.006,AFE/ALE,0.193
294,ENSG00000204969.7_1,ENSG00000204969.7,PCDHA2,chr5,+,ENSG00000204969.7:s:140794852-140797477,ENSG00000204969.7_1_A3A5_1,TRUE,alt3^1|alt3_5^2|ale^5|putative_ale^5|putative_afe^13|orphan_junc^10|multi_exon_spanning^6,TRUE,E1_E2_J2,chr5:140796512-140808736,FALSE,FALSE,TRUE,0.003,0.156,0.134,1,0,cassette,0.134
295,ENSG00000205659.12_2,ENSG00000205659.12,LIN52,chr14,+,ENSG00000205659.12:s:74101155-74101238,ENSG00000205659.12_2_ale_1,FALSE,ale^1,FALSE,Proximal,chr14:74101238-74114006,FALSE,FALSE,TRUE,0.018,0.181,0.152,0.988,0.004,AFE/ALE,0.152
296,ENSG00000205978.6_1,ENSG00000205978.6,NYNRIN,chr14,+,ENSG00000205978.6:s:24411354-24411450,ENSG00000205978.6_1_CE_1,TRUE,cassette^1|ir^2,TRUE,C1_A,chr14:24411450-24412644,FALSE,FALSE,FALSE,0.009,0.151,0.122,0.946,0.021,cassette,0.122
297,ENSG00000206077.14_7,ENSG00000206077.14,ZDHHC11B,chr5,-,ENSG00000206077.14:s:733752-733839,ENSG00000206077.14_7_pALE_1,TRUE,cassette^1|ir^3|putative_ale^3,TRUE,Proximal,chr5:733156-733752,FALSE,FALSE,TRUE,0.002,0.32,0.299,1,0,AFE/ALE,0.299
298,ENSG00000206560.12_1,ENSG00000206560.12,ANKRD28,chr3,-,ENSG00000206560.12:t:15667236-15669752,ENSG00000206560.12_1_A3A5_1,TRUE,cassette^3|alt3^20|alt5^62|putative_alt3^3|alt3_5^78|ir^21|ale^459|afe^175|putative_ale^1629|putative_afe^20|multi_exon_spanning^246|other^1,TRUE,E2_E1_J2,chr3:15667368-15738565,FALSE,FALSE,TRUE,0,0.296,0.27,1,0,cassette,0.27
299,ENSG00000206560.12_1,ENSG00000206560.12,ANKRD28,chr3,-,ENSG00000206560.12:t:15669792-15674454,ENSG00000206560.12_1_A3A5_10,TRUE,cassette^3|alt3^20|alt5^62|putative_alt3^3|alt3_5^78|ir^21|ale^459|afe^175|putative_ale^1629|putative_afe^20|multi_exon_spanning^246|other^1,TRUE,E2_E1_J1,chr3:15671534-15738526,FALSE,FALSE,TRUE,0,0.174,0.152,0.997,0.001,cassette,0.152
300,ENSG00000206560.12_1,ENSG00000206560.12,ANKRD28,chr3,-,ENSG00000206560.12:t:15675898-15676558,ENSG00000206560.12_1_A3A5_17,TRUE,cassette^3|alt3^20|alt5^62|putative_alt3^3|alt3_5^78|ir^21|ale^459|afe^175|putative_ale^1629|putative_afe^20|multi_exon_spanning^246|other^1,TRUE,E2_E1_J1,chr3:15676427-15738552,FALSE,FALSE,TRUE,0.009,0.266,0.24,0.975,0.004,cassette,0.24
301,ENSG00000206560.12_1,ENSG00000206560.12,ANKRD28,chr3,-,ENSG00000206560.12:t:15676596-15677479,ENSG00000206560.12_1_MES_58,TRUE,cassette^3|alt3^20|alt5^62|putative_alt3^3|alt3_5^78|ir^21|ale^459|afe^175|putative_ale^1629|putative_afe^20|multi_exon_spanning^246|other^1,FALSE,A_C2,chr3:15677056-15677480,FALSE,FALSE,TRUE,0.001,0.219,0.192,0.991,0.002,cassette,0.192
302,ENSG00000206560.12_1,ENSG00000206560.12,ANKRD28,chr3,-,ENSG00000206560.12:t:15712140-15713514,ENSG00000206560.12_1_A3A5_51,TRUE,cassette^3|alt3^20|alt5^62|putative_alt3^3|alt3_5^78|ir^21|ale^459|afe^175|putative_ale^1629|putative_afe^20|multi_exon_spanning^246|other^1,TRUE,E2_E1_J1,chr3:15713100-15738526,FALSE,FALSE,TRUE,0,0.304,0.284,1,0,cassette,0.284
303,ENSG00000206560.12_1,ENSG00000206560.12,ANKRD28,chr3,-,ENSG00000206560.12:t:na-15706211,ENSG00000206560.12_1_A5_25,TRUE,cassette^3|alt3^20|alt5^62|putative_alt3^3|alt3_5^78|ir^21|ale^459|afe^175|putative_ale^1629|putative_afe^20|multi_exon_spanning^246|other^1,TRUE,Distal,chr3:15706211-15738572,FALSE,TRUE,TRUE,0.005,0.438,0.393,1,0,AFE/ALE,0.393
304,ENSG00000213047.13_6,ENSG00000213047.13,DENND1B,chr1,-,ENSG00000213047.13:s:197583152-197583253,ENSG00000213047.13_6_pALE_1,FALSE,putative_ale^1,TRUE,Proximal,chr1:197560874-197583152,FALSE,FALSE,FALSE,0.023,0.159,0.129,0.944,0.019,AFE/ALE,0.129
305,ENSG00000213741.11_1,ENSG00000213741.11,RPS29,chr14,-,ENSG00000213741.11:s:49586607-na,ENSG00000213741.11_1_A3_11,TRUE,alt3^162|ale^103|putative_afe^4097|multi_exon_spanning^1|other^1,TRUE,Proximal,chr14:49583237-49586607,FALSE,FALSE,FALSE,0,0.151,0.122,0.923,0.026,AFE/ALE,0.122
306,ENSG00000213741.11_1,ENSG00000213741.11,RPS29,chr14,-,ENSG00000213741.11:s:49586630-na,ENSG00000213741.11_1_ale_69,TRUE,alt3^162|ale^103|putative_afe^4097|multi_exon_spanning^1|other^1,TRUE,Proximal,chr14:49585303-49586630,FALSE,FALSE,FALSE,0,0.136,0.11,0.944,0.027,AFE/ALE,0.11
307,ENSG00000213741.11_1,ENSG00000213741.11,RPS29,chr14,-,ENSG00000213741.11:s:49586696-na,ENSG00000213741.11_1_A3_120,TRUE,alt3^162|ale^103|putative_afe^4097|multi_exon_spanning^1|other^1,TRUE,Distal,chr14:49573342-49586696,FALSE,FALSE,TRUE,0,0.657,0.646,1,0,AFE/ALE,0.646
308,ENSG00000213741.11_1,ENSG00000213741.11,RPS29,chr14,-,ENSG00000213741.11:t:49585298-49585945,ENSG00000213741.11_1_pAFE_1664,TRUE,alt3^162|ale^103|putative_afe^4097|multi_exon_spanning^1|other^1,TRUE,Distal,chr14:49585303-49586630,FALSE,FALSE,TRUE,0,0.212,0.189,1,0,AFE/ALE,0.189
309,ENSG00000214765.9_4,ENSG00000214765.9,SEPTIN7P2,chr7,-,ENSG00000214765.9:s:45736787-45736910,ENSG00000214765.9_4_CE_1,TRUE,cassette^1|afe^2|multi_exon_spanning^1,TRUE,C1_A,chr7:45735670-45736787,FALSE,FALSE,TRUE,0.029,0.356,0.328,1,0,cassette,0.328
310,ENSG00000214765.9_4,ENSG00000214765.9,SEPTIN7P2,chr7,-,ENSG00000214765.9:t:45728178-45728313,ENSG00000214765.9_4_afe_1,TRUE,cassette^1|afe^2|multi_exon_spanning^1,TRUE,Distal,chr7:45728313-45735607,FALSE,FALSE,TRUE,0.006,0.281,0.262,1,0,AFE/ALE,0.262
311,ENSG00000215440.12_2,ENSG00000215440.12,NPEPL1,chr20,+,ENSG00000215440.12:s:58694421-58694592,ENSG00000215440.12_2_pALE_1,TRUE,ir^2|putative_ale^2,TRUE,Proximal,chr20:58694592-58694812,FALSE,TRUE,TRUE,0.001,0.247,0.22,1,0,AFE/ALE,0.22
312,ENSG00000224914.4_2,ENSG00000224914.4,LINC00863,chr10,+,ENSG00000224914.4:t:87355091-87355425,ENSG00000224914.4_2_MES_1,TRUE,cassette^1|ir^2|ale^2|multi_exon_spanning^1,FALSE,A_C2,chr10:87354897-87355091,FALSE,FALSE,TRUE,0.018,0.212,0.173,0.963,0.006,cassette,0.173
313,ENSG00000226711.8_2,ENSG00000226711.8,FAM66C,chr12,+,ENSG00000226711.8:s:8188472-8188645,ENSG00000226711.8_2_CE_1,TRUE,cassette^3|alt5^2|ir^4,TRUE,C1_A,chr12:8188535-8193520,FALSE,TRUE,TRUE,0.015,0.447,0.436,1,0,cassette,0.436
314,ENSG00000226711.8_2,ENSG00000226711.8,FAM66C,chr12,+,ENSG00000226711.8:s:8188472-8188645,ENSG00000226711.8_2_CE_2,TRUE,cassette^3|alt5^2|ir^4,FALSE,C1_A,chr12:8188645-8193520,FALSE,TRUE,TRUE,0.034,0.383,0.357,1,0,cassette,0.357
315,ENSG00000227684.2_1,ENSG00000227684.2,CROCCP4,chr1,+,ENSG00000227684.2:s:16740280-16740650,ENSG00000227684.2_1_A3_1,TRUE,alt3^1|putative_ale^12,TRUE,Distal,chr1:16740650-16750377,FALSE,FALSE,TRUE,0.001,0.21,0.186,1,0,AFE/ALE,0.186
316,ENSG00000231205.12_1,ENSG00000231205.12,ZNF826P,chr19,-,ENSG00000231205.12:s:20424786-20424978,ENSG00000231205.12_1_CE_1,TRUE,cassette^2|alt3^4|ale^4|multi_exon_spanning^6,FALSE,C1_A,chr19:20409956-20424786,FALSE,FALSE,TRUE,0.045,0.642,0.611,1,0,cassette,0.611
317,ENSG00000231205.12_1,ENSG00000231205.12,ZNF826P,chr19,-,ENSG00000231205.12:t:20408950-20409045,ENSG00000231205.12_1_A3_1,TRUE,cassette^2|alt3^4|ale^4|multi_exon_spanning^6,FALSE,Proximal,chr19:20409045-20409830,FALSE,FALSE,TRUE,0.023,0.522,0.508,1,0,AFE/ALE,0.508
318,ENSG00000233723.10_1,ENSG00000233723.10,LINC01122,chr2,+,ENSG00000233723.10:s:58656650-58657757,ENSG00000233723.10_1_ale_1,TRUE,cassette^2|ale^4|multi_exon_spanning^2,FALSE,Distal,chr2:58656711-58695634,FALSE,FALSE,FALSE,0.028,0.184,0.147,0.947,0.014,AFE/ALE,0.147
319,ENSG00000240356.6_1,ENSG00000240356.6,RPL23AP7,chr2,-,ENSG00000240356.6:s:113626478-113627090,ENSG00000240356.6_1_A5_1,TRUE,alt5^3|ir^3,TRUE,Proximal,chr2:113625729-113626478,FALSE,FALSE,TRUE,0.038,0.241,0.197,0.999,0,AFE/ALE,0.197
320,ENSG00000240849.11_2,ENSG00000240849.11,PEDS1,chr20,-,ENSG00000240849.11:s:50143502-50143621,ENSG00000240849.11_2_CE_1,FALSE,cassette^1,FALSE,C1_C2,chr20:50129690-50143502,FALSE,FALSE,TRUE,0.033,0.262,-0.23,1,0,skipping,0.23
321,ENSG00000249459.11_1,ENSG00000249459.11,ZNF286B,chr17,-,ENSG00000249459.11:s:18682204-18682228,ENSG00000249459.11_1_CE_1,TRUE,cassette^1|ir^2,TRUE,C1_C2,chr17:18680829-18682204,FALSE,FALSE,FALSE,0.027,0.14,-0.11,0.921,0.034,skipping,0.11
322,ENSG00000251129.3_1,ENSG00000251129.3,LINC02506,chr4,+,ENSG00000251129.3:t:32157956-32158081,ENSG00000251129.3_1_CE_5,TRUE,cassette^6|ir^2|putative_ale^8|multi_exon_spanning^4|other^1,TRUE,C2_A,chr4:32157136-32157956,FALSE,FALSE,TRUE,0.031,0.146,0.121,0.987,0.006,cassette,0.121
323,ENSG00000251184.1_1,ENSG00000251184.1,ENSG00000251184,chr9,+,ENSG00000251184.1:s:128952773-128952846,ENSG00000251184.1_1_CE_1,FALSE,cassette^1,TRUE,C1_A,chr9:128952846-128956141,FALSE,TRUE,TRUE,0.003,0.783,0.781,1,0,cassette,0.781
